"","genes","p.value","FDR","perc_enrich","size","MaxZscore","DAM"
"NDUFB2","NDUFB2",1,1,0,8,0,""
"NDUFS4","NDUFS4",1,1,0,8,0,""
"NQO2","NQO2",0.208244334177329,1,0.111111111111111,9,2.57978039484735,"HMDB0001389"
"MT-ND5","MT-ND5",1,1,0,8,0,""
"NDUFS3","NDUFS3",1,1,0,11,0,""
"NDUFS5","NDUFS5",1,1,0,8,0,""
"NDUFV2","NDUFV2",1,1,0,10,0,""
"FMO5","FMO5",0.160646414765265,1,0.0833333333333333,12,2.65634134553611,"HMDB0001466"
"NDUFA10","NDUFA10",1,1,0,8,0,""
"NDUFA6","NDUFA6",1,1,0,8,0,""
"ACOX1","ACOX1",1,1,0,50,0,""
"DDO","DDO",1,1,0,7,0,""
"NDUFV3","NDUFV3",1,1,0,1,0,""
"NDUFB4","NDUFB4",1,1,0,8,0,""
"SDHA","SDHA",1,1,0,11,0,""
"HMOX2","HMOX2",1,1,0,10,0,""
"NDUFS8","NDUFS8",1,1,0,11,0,""
"SQLE","SQLE",0.47387908148979,1,0.0833333333333333,12,2.74607352007047,"HMDB0014995"
"MT-ND2","MT-ND2",1,1,0,11,0,""
"FMO2","FMO2",0.160646414765265,1,0.0714285714285714,14,2.65634134553611,"HMDB0001466"
"ALDH4A1","ALDH4A1",1,1,0,13,0,""
"NDUFA7","NDUFA7",1,1,0,8,0,""
"TXNRD2","TXNRD2",1,1,0,12,0,""
"NDUFA2","NDUFA2",1,1,0,8,0,""
"MTR","MTR",1,1,0,19,0,""
"MAOB","MAOB",0.80511093273721,1,0.0169491525423729,59,2.65634134553611,"HMDB0000306"
"NDUFS1","NDUFS1",1,1,0,11,0,""
"NDUFB5","NDUFB5",1,1,0,8,0,""
"ACOX2","ACOX2",1,1,0,39,0,""
"FMO4","FMO4",0.160646414765265,1,0.0833333333333333,12,2.65634134553611,"HMDB0001466"
"IVD","IVD",1,1,0,36,0,""
"ENPP2","ENPP2",0.615252888337938,1,0.0533333333333333,75,2.557279353369,"HMDB0011482, HMDB0011512, HMDB0011481, HMDB0011511, HMDB0011481, HMDB0011511"
"NDUFC1","NDUFC1",1,1,0,1,0,""
"MAOA","MAOA",0.134529413813702,1,0.0441176470588235,68,2.65634134553611,"HMDB0000306, HMDB0002117, HMDB0000234, HMDB0002117"
"NDUFC2","NDUFC2",1,1,0,9,0,""
"FMO3","FMO3",0.00319596673631625,0.162428407789233,0.166666666666667,18,2.86178004047527,"HMDB0001466, HMDB0014720, HMDB0013866"
"NDUFB3","NDUFB3",1,1,0,8,0,""
"NDUFB7","NDUFB7",1,1,0,8,0,""
"NDUFAB1","NDUFAB1",1,1,0,9,0,""
"NDUFA5","NDUFA5",1,1,0,8,0,""
"ETFDH","ETFDH",1,1,0,8,0,""
"NDUFA9","NDUFA9",1,1,0,8,0,""
"MT-ND4","MT-ND4",1,1,0,11,0,""
"SDHD","SDHD",1,1,0,10,0,""
"NDUFS7","NDUFS7",1,1,0,11,0,""
"XDH","XDH",0.957384211453032,1,0.024390243902439,41,2.54784456022817,"HMDB0015167"
"MT-ND3","MT-ND3",1,1,0,8,0,""
"POR","POR",1,1,0,15,0,""
"DHODH","DHODH",1,1,0,9,0,""
"FMO1","FMO1",0.00166837476271199,0.107168543581265,0.1875,16,2.86178004047527,"HMDB0001466, HMDB0014720, HMDB0013866"
"NDUFV1","NDUFV1",1,1,0,12,0,""
"NDUFB9","NDUFB9",1,1,0,8,0,""
"MTHFR","MTHFR",1,1,0,19,0,""
"MT-ND6","MT-ND6",1,1,0,11,0,""
"NDUFA13","NDUFA13",1,1,0,8,0,""
"NDUFS6","NDUFS6",1,1,0,8,0,""
"ACOX3","ACOX3",1,1,0,50,0,""
"SDHB","SDHB",1,1,0,11,0,""
"ENPP3","ENPP3",1,1,0,19,0,""
"NDUFB6","NDUFB6",1,1,0,1,0,""
"GSR","GSR",1,1,0,11,0,""
"GPD2","GPD2",1,1,0,5,0,""
"HMOX1","HMOX1",0.0567010309278351,1,0.0833333333333333,12,2.06760160239103,"HMDB0000054"
"ALDH1A1","ALDH1A1",1,1,0,10,0,""
"NDUFB8","NDUFB8",1,1,0,1,0,""
"CHDH","CHDH",1,1,0,9,0,""
"GCDH","GCDH",1,1,0,37,0,""
"DMGDH","DMGDH",1,1,0,10,0,""
"FDXR","FDXR",1,1,0,4,0,""
"ALDH1A2","ALDH1A2",1,1,0,13,0,""
"DAO","DAO",0.927858155997321,1,0.0526315789473684,19,2.06579273986552,"HMDB0003411"
"ST3GAL3","ST3GAL3",1,1,0,2,0,""
"DCT","DCT",1,1,0,3,0,""
"GCK","GCK",1,1,0,18,0,""
"GNPDA1","GNPDA1",1,1,0,6,0,""
"HK3","HK3",1,1,0,20,0,""
"HK2","HK2",1,1,0,20,0,""
"GFPT2","GFPT2",1,1,0,5,0,""
"HK1","HK1",1,1,0,14,0,""
"GFPT1","GFPT1",1,1,0,5,0,""
"SMS","SMS",1,1,0,8,0,""
"SRM","SRM",1,1,0,7,0,""
"DHPS","DHPS",1,1,0,4,0,""
"DGKQ","DGKQ",1,1,0.000771010023130301,1297,2.50718854956572,"HMDB0056293"
"PNLIP","PNLIP",1,1,6.57505424419752e-05,15209,2.50718854956572,"HMDB0056293"
"PLCB1","PLCB1",1,1,0.000602046959662854,1661,2.50718854956572,"HMDB0056293"
"PLCB4","PLCB4",1,1,0.000602046959662854,1661,2.50718854956572,"HMDB0056293"
"PLCB2","PLCB2",1,1,0.000602046959662854,1661,2.50718854956572,"HMDB0056293"
"DGKG","DGKG",1,1,0.000706713780918728,1415,2.50718854956572,"HMDB0056293"
"LIPC","LIPC",1,1,6.5621103746965e-05,15239,2.50718854956572,"HMDB0056293"
"LIPA","LIPA",1,1,0,13826,0,""
"PLCB3","PLCB3",1,1,0.000602046959662854,1661,2.50718854956572,"HMDB0056293"
"PNLIPRP1","PNLIPRP1",1,1,6.57548658600736e-05,15208,2.50718854956572,"HMDB0056293"
"PLCG2","PLCG2",1,1,0.000602046959662854,1661,2.50718854956572,"HMDB0056293"
"PPAP2C","PPAP2C",1,1,0.00151860288534548,1317,2.50718854956572,"HMDB0000277, HMDB0056293"
"PNPLA3","PNPLA3",1,1,6.57548658600736e-05,15208,2.50718854956572,"HMDB0056293"
"DGKA","DGKA",1,1,0.000702740688685875,1423,2.50718854956572,"HMDB0056293"
"DGKD","DGKD",1,1,0.00070323488045007,1422,2.50718854956572,"HMDB0056293"
"DGKE","DGKE",1,1,0.000771010023130301,1297,2.50718854956572,"HMDB0056293"
"LIPF","LIPF",1,1,6.57505424419752e-05,15209,2.50718854956572,"HMDB0056293"
"PPAP2A","PPAP2A",1,1,0.00151860288534548,1317,2.50718854956572,"HMDB0000277, HMDB0056293"
"DGKB","DGKB",1,1,0.000703729767769177,1421,2.50718854956572,"HMDB0056293"
"LIPG","LIPG",1,1,6.57548658600736e-05,15208,2.50718854956572,"HMDB0056293"
"DGKI","DGKI",1,1,0.000771010023130301,1297,2.50718854956572,"HMDB0056293"
"CEL","CEL",1,1,6.55952771400459e-05,15245,2.50718854956572,"HMDB0056293"
"PPAP2B","PPAP2B",1,1,0.00151860288534548,1317,2.50718854956572,"HMDB0000277, HMDB0056293"
"DGAT1","DGAT1",1,1,6.56297171359191e-05,15237,2.50718854956572,"HMDB0056293"
"PLCG1","PLCG1",1,1,0.000602409638554217,1660,2.50718854956572,"HMDB0056293"
"PNLIPRP2","PNLIPRP2",1,1,6.57505424419752e-05,15209,2.50718854956572,"HMDB0056293"
"DGKZ","DGKZ",1,1,0,862,0,""
"PLCD1","PLCD1",1,1,0.000602409638554217,1660,2.50718854956572,"HMDB0056293"
"ABAT","ABAT",1,1,0,19,0,""
"ALDH5A1","ALDH5A1",1,1,0,7,0,""
"UROD","UROD",1,1,0,15,0,""
"CPOX","CPOX",1,1,0,10,0,""
"PAM","PAM",1,1,0,6,0,""
"DBH","DBH",1,1,0,11,0,""
"FPGT","FPGT",1,1,0,6,0,""
"FUK","FUK",1,1,0,4,0,""
"MCEE","MCEE",1,1,0,5,0,""
"MUT","MUT",1,1,0,8,0,""
"PCCB","PCCB",1,1,0,10,0,""
"PCCA","PCCA",1,1,0,10,0,""
"FDFT1","FDFT1",1,1,0,10,0,""
"ACMSD","ACMSD",1,1,0,4,0,""
"TM7SF2","TM7SF2",1,1,0,7,0,""
"MSMO1","MSMO1",1,1,0,17,0,""
"NSDHL","NSDHL",1,1,0,14,0,""
"CYP51A1","CYP51A1",1,1,0,14,0,""
"BPGM","BPGM",1,1,0,7,0,""
"PGAM2","PGAM2",1,1,0,7,0,""
"PGAM4","PGAM4",1,1,0,7,0,""
"PGAM1","PGAM1",1,1,0,7,0,""
"PHYH","PHYH",1,1,0,8,0,""
"ST8SIA1","ST8SIA1",1,1,0,73,0,""
"COMT","COMT",0.305892551178417,1,0.0340136054421769,294,2.42802718614194,"HMDB0135360, HMDB0135361, HMDB0135362, HMDB0135398, HMDB0135401, HMDB0135402, HMDB0135403, HMDB0141787, HMDB0141791, HMDB0125458, HMDB0125458"
"TH","TH",0.0384629073590292,1,0.285714285714286,14,2.47868002136744,"HMDB0000158, HMDB0000027, HMDB0000787, HMDB0059658"
"FARSA","FARSA",1,1,0,4,0,""
"FARS2","FARS2",1,1,0,5,0,""
"TPO","TPO",0.00321286960462218,0.162428407789233,0.1,20,2.34921697417723,"HMDB0000158, HMDB0000021"
"TAT","TAT",0.854495101561439,1,0.1,10,2.29048103374973,"HMDB0000158"
"DDC","DDC",0.0289077455039926,1,0.16,25,3.00639442877175,"HMDB0000929, HMDB0000158, HMDB0000306, HMDB0002117, HMDB0002117"
"LPO","LPO",1,1,0,11,0,""
"PAH","PAH",0.0332193061770934,1,0.307692307692308,13,2.47868002136744,"HMDB0000158, HMDB0000027, HMDB0000787, HMDB0059658"
"PRDX6","PRDX6",1,1,0,16,0,""
"MPO","MPO",0.870548720268096,1,0.0344827586206897,29,2.57978039484735,"HMDB0001389"
"GOT1","GOT1",0.670269309540978,1,0.0476190476190476,21,2.29048103374973,"HMDB0000158"
"GOT2","GOT2",0.780949573423547,1,0.0454545454545455,22,2.29048103374973,"HMDB0000158"
"EPX","EPX",0.723277283393289,1,0.0909090909090909,11,2.57978039484735,"HMDB0001389"
"CHST11","CHST11",1,1,0,4,0,""
"CHST3","CHST3",1,1,0,6,0,""
"CHST13","CHST13",1,1,0,4,0,""
"CHST12","CHST12",1,1,0,5,0,""
"SI","SI",1,1,0,9,0,""
"ALDH9A1","ALDH9A1",1,1,0,39,0,""
"ALDH3A1","ALDH3A1",1,1,0,30,0,""
"ALDH7A1","ALDH7A1",1,1,0,43,0,""
"ALDH1A3","ALDH1A3",1,1,0,52,0,""
"ALDH2","ALDH2",0.984241772501461,1,0.0188679245283019,53,2.39561838796693,"HMDB0000359"
"ALDH3A2","ALDH3A2",1,1,0,42,0,""
"ALDH1B1","ALDH1B1",1,1,0,48,0,""
"ARG1","ARG1",1,1,0,5,0,""
"BCKDHB","BCKDHB",1,1,0,45,0,""
"BCKDHA","BCKDHA",1,1,0,47,0,""
"BCAT1","BCAT1",1,1,0,11,0,""
"P4HA2","P4HA2",0.629407020366953,1,0.125,8,2.06579273986552,"HMDB0000162"
"PYCR1","PYCR1",0.629407020366953,1,0.111111111111111,9,2.06579273986552,"HMDB0000162"
"P4HA1","P4HA1",0.629407020366953,1,0.111111111111111,9,2.06579273986552,"HMDB0000162"
"PYCR2","PYCR2",0.629407020366953,1,0.111111111111111,9,2.06579273986552,"HMDB0000162"
"DCXR","DCXR",1,1,0,6,0,""
"CROT","CROT",1,1,0,11,0,""
"CPT1B","CPT1B",1,1,0,13765,0,""
"CPT1A","CPT1A",1,1,0,13757,0,""
"LPL","LPL",1,1,6.57505424419752e-05,15209,2.50718854956572,"HMDB0056293"
"CPT2","CPT2",1,1,0,13762,0,""
"CPT1C","CPT1C",1,1,0,5,0,""
"SCD","SCD",1,1,0,37,0,""
"MGLL","MGLL",0.875395765060959,1,0.000715000715000715,13986,2.56783901379312,"HMDB0011531, HMDB0011562, HMDB0011532, HMDB0011563, HMDB0011533, HMDB0011564, HMDB0011539, HMDB0011540, HMDB0011569, HMDB0011570, HMDB0011532, HMDB0011563"
"GALC","GALC",1,1,0,110,0,""
"ARSD","ARSD",1,1,0,13,0,""
"NEU2","NEU2",1,1,0,60,0,""
"GAL3ST1","GAL3ST1",1,1,0.000763358778625954,1310,2.50718854956572,"HMDB0056293"
"NEU3","NEU3",1,1,0,62,0,""
"ARSA","ARSA",1,1,0,13,0,""
"ARSB","ARSB",1,1,0,6,0,""
"NEU4","NEU4",1,1,0,58,0,""
"NEU1","NEU1",1,1,0,62,0,""
"ARSE","ARSE",1,1,0,13,0,""
"KYNU","KYNU",1,1,0,12,0,""
"ANXA3","ANXA3",1,1,0,7,0,""
"PGLS","PGLS",1,1,0,6,0,""
"G6PD","G6PD",1,1,0,10,0,""
"H6PD","H6PD",1,1,0,13,0,""
"GART","GART",1,1,0,18,0,""
"PPAT","PPAT",1,1,0,7,0,""
"GNE","GNE",1,1,0,11,0,""
"NANS","NANS",1,1,0,9,0,""
"RENBP","RENBP",1,1,0,3,0,""
"NMNAT1","NMNAT1",1,1,0,11,0,""
"NMNAT3","NMNAT3",1,1,0,11,0,""
"QPRT","QPRT",1,1,0,10,0,""
"NMNAT2","NMNAT2",1,1,0,11,0,""
"HS3ST3B1","HS3ST3B1",1,1,0,3,0,""
"HS3ST3A1","HS3ST3A1",1,1,0,4,0,""
"SULT1A1","SULT1A1",1,1,0,5,0,""
"BPNT1","BPNT1",1,1,0,10,0,""
"HS3ST1","HS3ST1",1,1,0,2,0,""
"PAPSS1","PAPSS1",1,1,0,11,0,""
"SULT1E1","SULT1E1",0.0567010309278351,1,0.142857142857143,7,2.27163246228885,"HMDB0000234"
"SULT2A1","SULT2A1",0.110189192251048,1,0.111111111111111,9,2.78844448603716,"HMDB0000031"
"CHST1","CHST1",1,1,0,4,0,""
"HS3ST4","HS3ST4",1,1,0,3,0,""
"SULT1A2","SULT1A2",1,1,0,4,0,""
"HS3ST5","HS3ST5",1,1,0,2,0,""
"HS3ST2","HS3ST2",1,1,0,3,0,""
"PAPSS2","PAPSS2",1,1,0,10,0,""
"TPST2","TPST2",1,1,0,2,0,""
"SULT2B1","SULT2B1",0.495494739469361,1,0.0218878248974008,731,2.42802718614194,"HMDB0130493, HMDB0135356, HMDB0135401, HMDB0128956, HMDB0032838, HMDB0128958, HMDB0128962, HMDB0128963, HMDB0131630, HMDB0138052, HMDB0000077, HMDB0130531, HMDB0130535, HMDB0128913, HMDB0132475, HMDB0128913, HMDB0132475, HMDB0125456, HMDB0125456"
"SULT1A3","SULT1A3",0.837604069120308,1,0.0232558139534884,774,2.87983893775431,"HMDB0004629, HMDB0130493, HMDB0135065, HMDB0135357, HMDB0135358, HMDB0135398, HMDB0135399, HMDB0135400, HMDB0135401, HMDB0135402, HMDB0135403, HMDB0131199, HMDB0141787, HMDB0141789, HMDB0141790, HMDB0141791, HMDB0030766, HMDB0125839"
"UROS","UROS",1,1,0,7,0,""
"HMBS","HMBS",1,1,0,6,0,""
"CPS1","CPS1",1,1,0,11,0,""
"AKR1C3","AKR1C3",0.0339254373948987,1,0.130434782608696,23,2.78844448603716,"HMDB0000234, HMDB0000031, HMDB0000879"
"INPP5A","INPP5A",1,1,0,8,0,""
"INPP1","INPP1",1,1,0,9,0,""
"INPP5J","INPP5J",1,1,0,7,0,""
"INPP5K","INPP5K",1,1,0,7,0,""
"LCT","LCT",1,1,0,87,0,""
"GANAB","GANAB",1,1,0,3,0,""
"AGL","AGL",1,1,0,7,0,""
"ADPGK","ADPGK",1,1,0,8,0,""
"PYGL","PYGL",1,1,0,12,0,""
"B4GALT2","B4GALT2",1,1,0,8,0,""
"LALBA","LALBA",1,1,0,5,0,""
"PYGM","PYGM",1,1,0,9,0,""
"TREH","TREH",1,1,0,6,0,""
"PYGB","PYGB",1,1,0,10,0,""
"G6PC","G6PC",1,1,0,6,0,""
"B4GALT1","B4GALT1",1,1,0,9,0,""
"AADAT","AADAT",1,1,0,11,0,""
"HSD17B10","HSD17B10",1,1,0,20,0,""
"EHHADH","EHHADH",1,1,0,49,0,""
"HADH","HADH",1,1,0,26,0,""
"BBOX1","BBOX1",1,1,0,14,0,""
"ALG2","ALG2",1,1,0,3,0,""
"DPM1","DPM1",1,1,0,6,0,""
"GMDS","GMDS",1,1,0,7,0,""
"AKR1C1","AKR1C1",0.00108265192377905,0.0757856346645334,0.192307692307692,26,2.78844448603716,"HMDB0000899, HMDB0000031, HMDB0000879, HMDB0000518, HMDB0000946"
"AKR1C2","AKR1C2",0.00108265192377905,0.0757856346645334,0.263157894736842,19,2.78844448603716,"HMDB0000899, HMDB0000031, HMDB0000879, HMDB0000518, HMDB0000946"
"ECHS1","ECHS1",1,1,0,32,0,""
"HADHA","HADHA",1,1,0,69,0,""
"ABP1","ABP1",0.0414012638843994,1,0.0740740740740741,27,2.65634134553611,"HMDB0000306, HMDB0002117, HMDB0002117"
"GRHPR","GRHPR",1,1,0,12,0,""
"GLO1","GLO1",0.0567010309278351,1,0.333333333333333,3,2.54385240447377,"HMDB0001066"
"AOC3","AOC3",0.295500791315639,1,0.0357142857142857,28,2.65634134553611,"HMDB0000306"
"AOC2","AOC2",0.253144873295,1,0.037037037037037,27,2.65634134553611,"HMDB0000306"
"HIBADH","HIBADH",1,1,0,6,0,""
"AGXT2","AGXT2",1,1,0,10,0,""
"MTAP","MTAP",1,1,0,10,0,""
"MCAT","MCAT",1,1,0,2,0,""
"CMAS","CMAS",1,1,0,9,0,""
"OAT","OAT",1,1,0,7,0,""
"CYP4A11","CYP4A11",1,1,0,23,0,""
"DOT1L","DOT1L",1,1,0,3,0,""
"GNMT","GNMT",1,1,0,6,0,""
"SETD7","SETD7",1,1,0,3,0,""
"MAT2A","MAT2A",1,1,0,11,0,""
"PNMT","PNMT",0.295500791315639,1,0.166666666666667,6,2.65634134553611,"HMDB0001065"
"DPH5","DPH5",1,1,0,5,0,""
"AS3MT","AS3MT",1,1,0,8,0,""
"TRMU","TRMU",1,1,0,2,0,""
"NSD1","NSD1",1,1,0,3,0,""
"SETDB1","SETDB1",1,1,0,3,0,""
"PCMT1","PCMT1",1,1,0,2,0,""
"ICMT","ICMT",1,1,0,2,0,""
"INMT","INMT",1,1,0,15,0,""
"DNMT3A","DNMT3A",1,1,0,3,0,""
"COQ3","COQ3",1,1,0,15,0,""
"MAT1A","MAT1A",1,1,0,12,0,""
"EHMT2","EHMT2",1,1,0,3,0,""
"AMD1","AMD1",1,1,0,11,0,""
"MTRR","MTRR",1,1,0,11,0,""
"SUV39H1","SUV39H1",1,1,0,2,0,""
"NNMT","NNMT",1,1,0,6,0,""
"SUV39H2","SUV39H2",1,1,0,2,0,""
"EHMT1","EHMT1",1,1,0,3,0,""
"GAMT","GAMT",1,1,0,5,0,""
"HNMT","HNMT",1,1,0,7,0,""
"TPMT","TPMT",0.253144873295,1,0.0833333333333333,12,2.54784456022817,"HMDB0015167"
"METTL3","METTL3",1,1,0,3,0,""
"LSS","LSS",1,1,0,3,0,""
"ITPA","ITPA",1,1,0,27,0,""
"DUT","DUT",1,1,0,6,0,""
"NAGA","NAGA",1,1,0,4,0,""
"GBGT1","GBGT1",0.980708342678006,1,0.00385356454720617,519,2.23218623412545,"HMDB0000277, HMDB0012097"
"PTS","PTS",0.208244334177329,1,0.1,10,2.47868002136744,"HMDB0000027"
"SPR","SPR",0.00535767422702097,0.256604397188899,0.272727272727273,11,2.47868002136744,"HMDB0000027, HMDB0000787, HMDB0059658"
"IDO1","IDO1",0.152451642850991,1,0.25,12,3.00639442877175,"HMDB0000929, HMDB0013609, HMDB0001389"
"APRT","APRT",1,1,0,11,0,""
"OGDH","OGDH",1,1,0,17,0,""
"SCP2","SCP2",1,1,0,7,0,""
"CYP11B1","CYP11B1",0.442240924801821,1,0.0384615384615385,26,2.08247312089659,"HMDB0001830"
"SLCO1B3","SLCO1B3",3.33539182177415e-09,4.81723554787707e-06,0.239130434782609,92,2.57049185024861,"HMDB0000545, HMDB0000659, HMDB0000077, HMDB0000348, HMDB0000361, HMDB0000384, HMDB0000411, HMDB0000438, HMDB0000478, HMDB0000514, HMDB0000518, HMDB0000626, HMDB0000664, HMDB0000686, HMDB0000733, HMDB0000811, HMDB0000946, HMDB0002451, HMDB0002488, HMDB0002536, HMDB0002585, HMDB0000359"
"HSD17B2","HSD17B2",0.208244334177329,1,0.0714285714285714,14,2.27163246228885,"HMDB0000234"
"ANPEP","ANPEP",1,1,0,9,0,""
"UGT2B28","UGT2B28",9.23414362685108e-05,0.00951291022690696,0.0824742268041237,97,2.78844448603716,"HMDB0041809, HMDB0014440, HMDB0000234, HMDB0014440, HMDB0000031, HMDB0000490, HMDB0014440, HMDB0000054, HMDB0010318, HMDB0010352"
"ESR2","ESR2",0.295500791315639,1,0.125,8,2.28162832976019,"HMDB0013866"
"SLCO1C1","SLCO1C1",0.208244334177329,1,0.111111111111111,9,2.45614140179867,"HMDB0013974"
"HSD17B8","HSD17B8",0.208244334177329,1,0.0714285714285714,14,2.27163246228885,"HMDB0000234"
"SLCO1B1","SLCO1B1",8.90883278986831e-09,9.7284454065362e-06,0.205128205128205,117,2.57049185024861,"HMDB0000545, HMDB0000659, HMDB0000077, HMDB0001220, HMDB0001220, HMDB0000348, HMDB0000361, HMDB0000384, HMDB0000411, HMDB0000438, HMDB0000478, HMDB0000514, HMDB0000518, HMDB0000626, HMDB0000664, HMDB0000686, HMDB0000733, HMDB0000811, HMDB0000946, HMDB0002451, HMDB0002488, HMDB0002536, HMDB0002585, HMDB0000359, HMDB0000054"
"DNASE1","DNASE1",1,1,0,3,0,""
"RNASE1","RNASE1",1,1,0,5,0,""
"UGT2B4","UGT2B4",0.000208020953440987,0.0169521553102655,0.0512820512820513,156,2.78844448603716,"HMDB0041809, HMDB0014440, HMDB0000234, HMDB0014440, HMDB0000031, HMDB0000490, HMDB0014440, HMDB0000054, HMDB0010318, HMDB0010352"
"PLOD1","PLOD1",1,1,0,9,0,""
"PLOD2","PLOD2",1,1,0,9,0,""
"PLOD3","PLOD3",1,1,0,12,0,""
"GATM","GATM",1,1,0,13,0,""
"CCBL1","CCBL1",1,1,0,19,0,""
"CSGALNACT1","CSGALNACT1",1,1,0,2,0,""
"FUT2","FUT2",1,1,0,2,0,""
"FUT1","FUT1",1,1,0,2,0,""
"TPH1","TPH1",1.02950887825871e-05,0.00147850399895648,0.363636363636364,11,3.00639442877175,"HMDB0000929, HMDB0000027, HMDB0000787, HMDB0059658"
"FTMT","FTMT",1,1,0,6,0,""
"TPH2","TPH2",1.02950887825871e-05,0.00147850399895648,0.4,10,3.00639442877175,"HMDB0000929, HMDB0000027, HMDB0000787, HMDB0059658"
"CP","CP",1,1,0,6,0,""
"CNDP1","CNDP1",1,1,0,10,0,""
"PRMT3","PRMT3",1,1,0,12,0,""
"HPRT1","HPRT1",0.558433540272317,1,0.0526315789473684,19,2.54784456022817,"HMDB0015167"
"HSD17B4","HSD17B4",1,1,0,28,0,""
"UGT1A4","UGT1A4",0.000171430063679963,0.0152821868325995,0.050314465408805,159,2.78844448603716,"HMDB0041809, HMDB0014440, HMDB0000234, HMDB0014440, HMDB0000031, HMDB0000490, HMDB0014440, HMDB0000054, HMDB0010318, HMDB0010352"
"UGT2B10","UGT2B10",2.38565950640407e-05,0.00302923276859679,0.117647058823529,51,2.78844448603716,"HMDB0041809, HMDB0014440, HMDB0000234, HMDB0014440, HMDB0000031, HMDB0000490, HMDB0014440, HMDB0000054"
"UGT2B7","UGT2B7",3.73052541020501e-06,0.000925848579078154,0.0602409638554217,166,2.78844448603716,"HMDB0041809, HMDB0014440, HMDB0000234, HMDB0014440, HMDB0013974, HMDB0000031, HMDB0000490, HMDB0014440, HMDB0013846, HMDB0000054, HMDB0013846, HMDB0010318, HMDB0010352"
"UGT2B15","UGT2B15",9.23414362685108e-05,0.00951291022690696,0.0816326530612245,98,2.78844448603716,"HMDB0041809, HMDB0014440, HMDB0000234, HMDB0014440, HMDB0000031, HMDB0000490, HMDB0014440, HMDB0000054, HMDB0010318, HMDB0010352"
"UGT2A1","UGT2A1",7.40940464788955e-05,0.00809106987549539,0.0842105263157895,95,2.78844448603716,"HMDB0041809, HMDB0014440, HMDB0000234, HMDB0014440, HMDB0000031, HMDB0000490, HMDB0014440, HMDB0000054, HMDB0010318, HMDB0010352"
"UGT1A1","UGT1A1",0.083532258101418,1,0.0266333749479817,2403,2.87983893775431,"HMDB0125077, HMDB0125077, HMDB0041809, HMDB0004629, HMDB0033986, HMDB0128079, HMDB0129966, HMDB0130493, HMDB0132266, HMDB0135065, HMDB0135356, HMDB0135357, HMDB0135358, HMDB0135359, HMDB0135360, HMDB0135361, HMDB0135362, HMDB0135398, HMDB0135399, HMDB0135400, HMDB0135401, HMDB0135402, HMDB0135403, HMDB0128954, HMDB0128955, HMDB0128956, HMDB0131199, HMDB0141787, HMDB0141789, HMDB0141790, HMDB0141791, HMDB0141792, HMDB0030882, HMDB0032838, HMDB0128958, HMDB0128960, HMDB0128961, HMDB0128962, HMDB0128963, HMDB0131630, HMDB0138052, HMDB0014440, HMDB0000234, HMDB0030766, HMDB0130531, HMDB0130533, HMDB0130534, HMDB0130535, HMDB0014440, HMDB0013974, HMDB0000031, HMDB0000490, HMDB0014440, HMDB0125839, HMDB0131486, HMDB0126080, HMDB0128912, HMDB0128913, HMDB0129091, HMDB0132475, HMDB0128912, HMDB0128913, HMDB0129091, HMDB0132475, HMDB0125456, HMDB0125457, HMDB0125458, HMDB0125456, HMDB0125457, HMDB0125458, HMDB0013846, HMDB0000054, HMDB0013846, HMDB0010318, HMDB0010352"
"UGT1A9","UGT1A9",0.000208020953440987,0.0169521553102655,0.0476190476190476,168,2.78844448603716,"HMDB0041809, HMDB0014440, HMDB0000234, HMDB0014440, HMDB0000031, HMDB0000490, HMDB0014440, HMDB0000054, HMDB0010318, HMDB0010352"
"UGT1A8","UGT1A8",7.40940464788955e-05,0.00809106987549539,0.0808080808080808,99,2.78844448603716,"HMDB0041809, HMDB0014440, HMDB0000234, HMDB0014440, HMDB0000031, HMDB0000490, HMDB0014440, HMDB0000054, HMDB0010318, HMDB0010352"
"UGT1A3","UGT1A3",1.09181358330701e-05,0.00147850399895648,0.0865384615384615,104,2.78844448603716,"HMDB0041809, HMDB0014440, HMDB0000234, HMDB0014440, HMDB0000031, HMDB0000490, HMDB0014440, HMDB0013846, HMDB0000054, HMDB0013846, HMDB0010318, HMDB0010352"
"UGT1A10","UGT1A10",3.12889427080798e-06,0.000829849883364033,0.0918367346938776,98,2.78844448603716,"HMDB0041809, HMDB0014440, HMDB0000234, HMDB0014440, HMDB0000031, HMDB0000490, HMDB0014440, HMDB0013846, HMDB0000054, HMDB0013846, HMDB0010318, HMDB0010352"
"UGT2B17","UGT2B17",4.08110462326586e-06,0.000968818749697026,0.0909090909090909,99,2.78844448603716,"HMDB0041809, HMDB0014440, HMDB0000234, HMDB0014440, HMDB0000031, HMDB0000490, HMDB0014440, HMDB0013846, HMDB0000054, HMDB0013846, HMDB0010318, HMDB0010352"
"UGT1A6","UGT1A6",0.000114255646818035,0.0114510315474129,0.0509554140127389,157,2.78844448603716,"HMDB0041809, HMDB0014440, HMDB0000234, HMDB0014440, HMDB0000031, HMDB0000490, HMDB0014440, HMDB0000054, HMDB0010318, HMDB0010352"
"UGT1A5","UGT1A5",7.40940464788955e-05,0.00809106987549539,0.0842105263157895,95,2.78844448603716,"HMDB0041809, HMDB0014440, HMDB0000234, HMDB0014440, HMDB0000031, HMDB0000490, HMDB0014440, HMDB0000054, HMDB0010318, HMDB0010352"
