"","C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","IEM1","mz","rt","isotopes","adduct","mass","zscore"
"6813",14.6419260289809,14.4608769441566,14.3460951737508,15.0068640999288,14.8697322593305,14.8717620324609,15.2742665807602,14.8994871103579,15.6088098890187,15.0774773212677,13.2143428620215,507.341018990318,718.757507324219,"[1011][M]-","[2M-2H+Na]- 243.184","243.184",-2.47690012961323
"6859",16.0474275745241,15.6497123943576,16.157628071734,15.2631215663382,15.5298523117551,16.0214899921942,15.8681010383267,14.7632149033913,14.2619627281419,16.2123076454437,12.8137058204183,511.150938136424,849.63525390625,"[1021][M]-","[M+Cl]- 476.188","476.188",-2.43053806306588
"6878",11.9059680702995,10.855155394784,11.1167580526283,11.6391931722432,12.4722532354596,11.8605609019452,10.6218541399882,10.4286177023878,10.5169908158129,10.8339769142323,13.2305559431103,512.093527101088,755.9951171875,"","","512.093527101088",2.03175295045048
"6899",11.9638681717288,12.4783294650969,12.4838921291367,12.597451899091,12.4156387495914,12.3805375772047,12.7017259896425,12.5232100911594,12.9253408320092,13.1901952711143,11.0561264197308,513.186567621568,827.095092773438,"","[M+Cl]- 478.218","478.218",-2.48686580675431
"6945",12.8471207779344,14.2066039696344,12.5224231171428,14.6653911609269,13.6516302128857,13.8181974407985,13.4037687904095,14.7461993267971,13.0977139443707,13.9565098926714,11.5174404444401,515.202397946832,973.936767578125,"","[M+Cl+NaCOOH]- 412.233","412.233",-2.0576810630884
"7212",15.3003871517029,15.3561720266413,15.0455506799828,15.5434906349136,15.2132614767976,15.1256327595092,15.3005740533654,15.4140272556213,15.2994016331874,15.2471624622467,14.84068630557,531.252305819131,998.135009765625,"[1089][M]-","","531.252305819131",-2.13376417923817
"7214",12.1521559401379,12.1797353352261,11.441049891821,12.1251232025579,12.4033285815071,11.8440928697331,12.1292554872829,12.5689599988213,11.7031292696242,12.4912328930495,10.9216484732762,531.168830542146,963.9921875,"","[M+Cl]- 496.201","496.201",-2.19229471888745
"7347",12.8983334177925,12.7458510987917,13.0136010101113,12.6907091687307,11.5462479242471,12.9121012858294,13.0680644493805,13.3460314909169,12.5770274963194,12.4366628798156,7.53551354625027,539.106668170424,733.123138427734,"","[M+Cl+NaCOOH]- 436.15 [M-H+NaCOOH]- 472.127","436.15;472.127",-2.89090088629528
"7349",11.5459778502162,11.0510091971129,11.835155807858,11.3792884074206,12.6141263172274,12.0127615901781,11.2237080456813,11.2444610962959,11.4409112927327,11.658485422387,13.5919178561815,539.106684260766,756.1611328125,"","[M-H+HCOOH]- 494.11","494.11",2.43906170599405
"7367",9.57512701835855,8.79162350913564,9.21108592899456,9.16589467058122,7.9740896683975,6.97621865450887,8.78829732586161,9.56815799532883,7.33346439351662,8.70925414723905,13.0375180690165,539.395040975331,1041.22729492188,"","[M-H-C2H4]- 568.433","568.433",2.5397460102056
"7393",12.9614711464733,13.2089651029632,13.0651634586341,13.3602952425724,12.9839539462372,13.1968361216102,13.2477794716793,13.3669343030689,13.4704351149677,13.7877723011672,12.0191995076736,541.218150738491,827.095031738281,"","[M-H+NaCOOH]- 474.239","474.239",-2.5548636751243
"7502",15.3948087383161,15.3907803412742,15.225585441305,15.1704787194389,14.2922015886996,15.0963539279682,15.3684040628533,15.3542155070833,14.8954182456884,14.6666274604323,11.1886238292924,547.105540782458,733.039520263672,"[1152][M]-","[M-H]- 548.109","548.109",-2.89117232197392
"7626",16.0667256220647,15.5212199761032,15.8189362696891,15.9541724880004,16.3798824383617,16.1992935453525,15.6777562413867,15.5388954095401,15.9684804230377,15.9633251876808,17.2899143700649,553.122484105793,755.902099609375,"[1180][M]-","[M+Cl+CF3COOH]- 384.162","384.162",2.55097786685923
"7684",9.87575893981102,9.50591389742378,6.93952571794777,7.87975738370973,10.3026849536286,10.1975622126245,9.39688150981224,8.89299432099364,7.98099040556087,8.75638172694517,12.3872500102336,556.097570543295,756.1611328125,"","","556.097570543295",2.11631343515854
"7689",12.5902717671777,12.4883996043493,12.7944799480071,12.5808563254515,12.7198743680204,12.7181744744764,13.0235262213687,12.8599654186404,13.2424533222096,13.0001949395924,11.3412822643282,556.172117063518,666.327392578125,"","","556.172117063518",-2.69301978094686
"7773",10.4244602242505,9.84786740307896,9.30533890480427,10.5967800168468,11.4078275173601,10.7380316300752,10.5364103151213,11.0205552138892,10.3559317260916,11.6806246609285,12.5535050603796,561.119755103394,852.28699999998,"","","561.119755103394",2.01303201805116
"7808",14.2052323007774,14.2832994618286,14.2519934433842,14.2232919835122,13.3969262259032,14.4681442786824,14.6643110104207,14.7192175444252,14.1405351215586,14.0896909548362,10.6063277974226,563.078080203992,732.957244873047,"","[M-H-HCOOH]- 610.103","610.103",-2.87423548653838
"7837",11.7297423974695,12.7375158724768,12.8606857786312,12.7047760592076,11.849437785193,12.0398268741022,11.7437187789912,12.9544910367392,12.0767723470568,12.3232816766842,9.08948169979933,565.07853811826,733.289092285146,"","[M+Cl+NH3]- 513.096 [2M-H+Cl]2- 548.109","513.096;548.109",-2.73099943868408
"7964",11.4800108473754,12.0637876289559,11.6926962864036,12.1404447338637,11.903419249531,11.843553713103,11.9223630194493,11.9878829204134,11.8368522772653,11.8237038138668,10.9406137587564,573.409790907672,948.0830078125,"","[2M-2H+Na]- 276.211","276.211",-2.54571134986997
"8277",15.1932214917812,14.8789650925007,15.1530505521293,14.4087916106202,14.7971587768658,15.1636491491522,15.1161874284656,14.09366895409,13.386630672378,15.420133509501,11.4187291947147,593.153825184301,849.63525390625,"","[M-H]- 594.166","594.166",-2.59669124080494
"8535",12.5516080396878,12.5266610195372,12.5226004053387,12.4873707017841,12.5020815399912,12.2066239267628,12.1863766834047,12.1826027531511,12.6108293444506,12.4241536980295,11.1785557499945,609.339492876294,979.241013916006,"","[M-H+CF3COOH]- 476.356","476.356",-2.7830784448956
